URL,Image name,Twist,Corner pix,Frac OffX,Frac OffY,Error,,,Twist,Corner pix,Frac OffX,Frac OffY
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580741291_1_CALIB.IMG,N1580741291,0.0088,0.11121,-10.164,-0.002,1.19178,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580741331_1_CALIB.IMG,N1580741331,0.0096,0.12132,-8.722,0.455,1.26929,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580741371_1_CALIB.IMG,N1580741371,0.0128,0.16176,-8.706,0.796,1.29782,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580741411_1_CALIB.IMG,N1580741411,0.0128,0.16176,-7.939,1.95,1.08938,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580742161_1_CALIB.IMG,N1580742161,0.0108,0.13649,-3.774,17.044,1.11825,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580742201_1_CALIB.IMG,N1580742201,0.0084,0.10616,-10.272,15.445,1.0272,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580742241_1_CALIB.IMG,N1580742241,0.0072,0.09099,-9.739,15.857,1.1544,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580742281_1_CALIB.IMG,N1580742281,0.0108,0.13649,-10.576,18.123,1.13681,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580742321_1_CALIB.IMG,N1580742321,0.0136,0.17187,-11.4,17.385,1.02911,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580742361_1_CALIB.IMG,N1580742361,0.012,0.15165,-12.092,18.215,1.15889,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580742401_1_CALIB.IMG,N1580742401,0.0068,0.08594,-11.429,17.613,1.23283,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580743151_1_CALIB.IMG,N1580743151,0.0136,0.17187,-11.243,4.32,1.31345,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580743191_1_CALIB.IMG,N1580743191,0.0104,0.13143,-9.709,1.689,1.4403,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580743231_1_CALIB.IMG,N1580743231,0.0092,0.11627,-9.086,2.437,1.19168,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580743271_1_CALIB.IMG,N1580743271,0.0144,0.18198,-10.324,5.195,1.40161,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580743311_1_CALIB.IMG,N1580743311,0.012,0.15165,-9.911,5.694,1.27568,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580743351_1_CALIB.IMG,N1580743351,0.012,0.15165,-10.263,6.964,1.34826,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580744141_1_CALIB.IMG,N1580744141,0.0132,0.16682,-12.088,20.862,1.28166,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580744181_1_CALIB.IMG,N1580744181,0.0124,0.15671,-12.024,18.326,1.26378,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580744221_1_CALIB.IMG,N1580744221,0.0112,0.14154,-12.137,18.423,1.31647,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580744261_1_CALIB.IMG,N1580744261,0.0108,0.13649,-11.026,19.393,1.36748,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580744301_1_CALIB.IMG,N1580744301,0.012,0.15165,-9.4,20.492,1.3418,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580744341_1_CALIB.IMG,N1580744341,0.012,0.15165,-7.522,21.233,1.68354,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580744381_1_CALIB.IMG,N1580744381,0.01,0.12638,-7.251,22.312,1.31,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580745131_1_CALIB.IMG,N1580745131,0.0136,0.17187,-3.825,34.907,1.34651,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580745171_1_CALIB.IMG,N1580745171,0.012,0.15165,-3.663,35.215,1.34427,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580745211_1_CALIB.IMG,N1580745211,0.0132,0.16682,-4.16,35.608,1.2479,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580745251_1_CALIB.IMG,N1580745251,0.0116,0.1466,-5.294,36.194,1.44641,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580745291_1_CALIB.IMG,N1580745291,0.0116,0.1466,-4.653,36.628,1.30888,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580745331_1_CALIB.IMG,N1580745331,0.0088,0.11121,-4.842,37.249,1.30951,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580745371_1_CALIB.IMG,N1580745371,0.0116,0.1466,-5.078,37.551,1.1799,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580746121_1_CALIB.IMG,N1580746121,0.0156,0.19715,-4.897,20.32,1.29555,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580746161_1_CALIB.IMG,N1580746161,0.0112,0.14154,-5.296,17.069,1.45255,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580746201_1_CALIB.IMG,N1580746201,0.014,0.17693,-4.766,17.538,1.1808,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580746241_1_CALIB.IMG,N1580746241,0.0128,0.16176,-5.209,17.039,1.40428,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580746281_1_CALIB.IMG,N1580746281,0.0128,0.16176,-5.029,16.326,1.14631,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580746321_1_CALIB.IMG,N1580746321,0.0136,0.17187,-5.043,15.455,1.23389,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580747111_1_CALIB.IMG,N1580747111,0.0148,0.18704,-5.63,5.606,1.42497,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580747151_1_CALIB.IMG,N1580747151,0.0116,0.1466,-5.459,2.761,1.505,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580747191_1_CALIB.IMG,N1580747191,0.0136,0.17187,-3.339,2.539,1.45445,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580747231_1_CALIB.IMG,N1580747231,0.0132,0.16682,-4.584,2.606,1.47235,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580747271_1_CALIB.IMG,N1580747271,0.0096,0.12132,-3.693,2.755,1.2851,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580747311_1_CALIB.IMG,N1580747311,0.0116,0.1466,-3.842,2.604,1.27135,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580747351_1_CALIB.IMG,N1580747351,0.0164,0.20726,-2.747,5.619,1.59362,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580748101_1_CALIB.IMG,N1580748101,0.0156,0.19715,-10.057,0.952,1.30945,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580748141_1_CALIB.IMG,N1580748141,0.0156,0.19715,-10.979,1.715,1.398,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580748181_1_CALIB.IMG,N1580748181,0.016,0.2022,-10.258,2.435,1.30802,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580748221_1_CALIB.IMG,N1580748221,0.0152,0.19209,-10.529,3.479,1.4979,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580748261_1_CALIB.IMG,N1580748261,0.0156,0.19715,-10.143,4.42,1.22495,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580748301_1_CALIB.IMG,N1580748301,0.0156,0.19715,-10.099,5.478,1.27824,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2041/data/1580614432_1580756339/N1580748341_1_CALIB.IMG,N1580748341,0.012,0.15165,-9.576,6.706,1.41285,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601334486_1_CALIB.IMG,N1601334486,0.014,0.17693,-2.574,0.86,1.17017,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601334526_1_CALIB.IMG,N1601334526,0.0144,0.18198,-1.11,0.757,1.32923,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601334566_1_CALIB.IMG,N1601334566,0.0132,0.16682,-2.488,1.345,1.07588,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601334606_1_CALIB.IMG,N1601334606,0.0112,0.14154,0.537,3.101,1.35324,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601334646_1_CALIB.IMG,N1601334646,0.0148,0.18704,0.116,1.596,1.07755,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601334686_1_CALIB.IMG,N1601334686,0.0072,0.09099,-0.204,2.501,1.29486,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601334726_1_CALIB.IMG,N1601334726,0.0136,0.17187,0.39,2.66,1.43788,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601335746_1_CALIB.IMG,N1601335746,0.0136,0.17187,-5.316,-1.556,1.13195,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601335786_1_CALIB.IMG,N1601335786,0.0116,0.1466,-6.398,-1.318,1.36453,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601335826_1_CALIB.IMG,N1601335826,0.008,0.1011,-5.712,-0.987,1.28934,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601335866_1_CALIB.IMG,N1601335866,0.0068,0.08594,-5.292,-0.79,1.07841,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601335906_1_CALIB.IMG,N1601335906,0.0136,0.17187,-5,-0.199,1.17932,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601335946_1_CALIB.IMG,N1601335946,0.0096,0.12132,-5.059,0.335,1.02665,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601335986_1_CALIB.IMG,N1601335986,0.0084,0.10616,-4.247,1.503,1.05372,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601337006_1_CALIB.IMG,N1601337006,0.0128,0.16176,-4.014,15.558,1.56436,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601337046_1_CALIB.IMG,N1601337046,0.0128,0.16176,-4.435,15.956,1.36681,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601337086_1_CALIB.IMG,N1601337086,0.01,0.12638,-3.776,16.543,1.4872,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601337126_1_CALIB.IMG,N1601337126,0.0128,0.16176,-3.898,16.77,1.59234,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601193366_1601337166/N1601337166_1_CALIB.IMG,N1601337166,0.01,0.12638,-4.472,17.382,1.27011,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601337206_1_CALIB.IMG,N1601337206,0.006,0.07583,-4.673,17.555,1.51309,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601337246_1_CALIB.IMG,N1601337246,0.0132,0.16682,-4.23,17.547,1.46895,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601338266_1_CALIB.IMG,N1601338266,0.0088,0.11121,-0.798,21.536,1.48729,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601338306_1_CALIB.IMG,N1601338306,0.0136,0.17187,-1.74,25.502,1.64584,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601338346_1_CALIB.IMG,N1601338346,0.0124,0.15671,-1.339,27.349,1.27891,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601338386_1_CALIB.IMG,N1601338386,0.0092,0.11627,-2.377,29.498,1.75258,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601338426_1_CALIB.IMG,N1601338426,0.014,0.17693,-1.652,31.618,1.45269,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601338466_1_CALIB.IMG,N1601338466,0.014,0.17693,-1.601,34.483,1.48806,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601338506_1_CALIB.IMG,N1601338506,0.0168,0.21231,-1.81,36.946,1.62966,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601339526_1_CALIB.IMG,N1601339526,0.012,0.15165,-4.612,38.299,1.30673,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601339566_1_CALIB.IMG,N1601339566,0.01,0.12638,-4.868,36.476,1.33934,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601339606_1_CALIB.IMG,N1601339606,0.0108,0.13649,-4.961,33.418,1.18186,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601339646_1_CALIB.IMG,N1601339646,0.0128,0.16176,-5.556,29.744,1.29302,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601339686_1_CALIB.IMG,N1601339686,0.0132,0.16682,-5.427,25.227,1.09777,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601339726_1_CALIB.IMG,N1601339726,0.014,0.17693,-5.539,19.654,1.36346,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601339766_1_CALIB.IMG,N1601339766,0.0144,0.18198,-5.425,14.369,1.19653,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601340786_1_CALIB.IMG,N1601340786,0.0144,0.18198,-4.672,-25.299,1.18669,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601340826_1_CALIB.IMG,N1601340826,0.012,0.15165,-4.346,-24.145,1.37123,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601340866_1_CALIB.IMG,N1601340866,0.0144,0.18198,-3.466,-22.357,1.39115,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601340906_1_CALIB.IMG,N1601340906,0.0132,0.16682,-4.045,-19.786,1.35995,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601340946_1_CALIB.IMG,N1601340946,0.014,0.17693,-3.531,-16.546,1.20013,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601340986_1_CALIB.IMG,N1601340986,0.0144,0.18198,-3.768,-13.42,1.37229,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601341026_1_CALIB.IMG,N1601341026,0.012,0.15165,-2.35,-10.103,1.34283,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601342046_1_CALIB.IMG,N1601342046,0.016,0.2022,-6.789,5.295,1.2623,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601342086_1_CALIB.IMG,N1601342086,0.0184,0.23253,-10.334,8.019,1.43547,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601342126_1_CALIB.IMG,N1601342126,0.0164,0.20726,-9.249,8.202,1.36845,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601342166_1_CALIB.IMG,N1601342166,0.0152,0.19209,-8.671,8.59,1.39834,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601342206_1_CALIB.IMG,N1601342206,0.018,0.22748,-8.318,9.55,1.39186,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601342246_1_CALIB.IMG,N1601342246,0.0184,0.23253,-7.428,10.681,1.44254,,,,,,
${PDS3_HOLDINGS_DIR}/calibrated/COISS_2xxx/COISS_2048/data/1601337206_1601494100/N1601342286_1_CALIB.IMG,N1601342286,0.0156,0.19715,-8.007,12.176,1.42652,,,,,,
